sample_rank,candidate_rank,full_name,html_url,stars,forks,language,size_kb,default_branch,matched_domains,commit_count_estimate,evidence_type,evidence_url,evidence_title,heading_count,headings,strict_important_ordinary_split_reviewed,module_component_organization_reviewed,broad_typed_or_structured_reviewed,both_strict_important_and_module_reviewed,both_broad_structure_and_module_reviewed,rich_evidence_found,rich_evidence_type,rich_evidence_url,rich_evidence_title,rich_evidence_score,rich_heading_count,rich_bullet_count,rich_text_len,rich_headings
80,158,pulumi/pulumi,https://github.com/pulumi/pulumi,25319,1383,Go,284299,master,kubernetes,15573,github_release,https://github.com/pulumi/pulumi/releases/tag/v3.246.0,v3.246.0,6,v3.246.0 | 3.246.0 (2026-06-11) | Bug Fixes | Features | Improvements | Miscellaneous,no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/pulumi/pulumi/master/CHANGELOG.md,CHANGELOG.md,105,80,1754,250000,Changelog | 3.246.0 (2026-06-11) | Bug Fixes | Features | Improvements | Miscellaneous | 3.245.0 (2026-06-04) | 3.244.0 (2026-05-28) | 3.243.0 (2026-05-22) | 3.242.0 (2026-05-19) | 3.241.0 (2026-05-18) | 3.239.0 (2026-05-14) | 3.238.0 (2026-05-13) | 3.237.0 (2026-05-08) | 3.236.0 (2026-05-06) | 3.235.0 (2026-05-05) | 3.234.0 (2026-05-01) | 3.233.0 (2026-04-30) | 3.232.0 (2026-04-22) | 3.231.0 (2026-04-16) | 3.230.0 (2026-04-08) | 3.229.0 (2026-04-02) | 3.228.0 (2026-03-25) | 3.227.0 (2026-03-19) | 3.226.0 (2026-03-11) | 3.225.1 (2026-03-05) | 3.225.0 (2026-03-04) | 3.224.0 (2026-02-26) | 3.223.0 (2026-02-19) | 3.222.0 (2026-02-18) | 3.221.0 (2026-02-17) | 3.220.0 (2026-02-10) | 3.219.0 (2026-02-05) | 3.218.0 (2026-01-29) | 3.217.1 (2026-01-27) | 3.217.0 (2026-01-23) | 3.216.0 (2026-01-16) | 3.215.0 (2026-01-07) | 3.214.1 (2026-01-03) | 3.214.0 (2025-12-30) | 3.213.0 (2025-12-17) | 3.212.0 (2025-12-12) | 3.211.0 (2025-12-11) | 3.210.0 (2025-12-03) | 3.209.0 (2025-11-26) | 3.208.0 (2025-11-20) | 3.207.0 (2025-11-12) | 3.206.0 (2025-11-05) | 3.205.0 (2025-10-28) | 3.204.0 (2025-10-23)
81,159,zama-a-i/fhevm,https://github.com/zama-a-i/fhevm,25226,2033,Rust,130188,main,blockchain,4152,github_release,https://github.com/zama-a-i/fhevm/releases/tag/v0.13.1-0,v0.13.1-0,3,v0.13.1-0 | What's Changed | Other Changes,no,no,yes,no,no,yes,github_release,https://github.com/zama-a-i/fhevm/releases/tag/v0.13.0,v0.13.0,71.84,4,603,73570,v0.13.0 | What's Changed | Other Changes | New Contributors
82,165,taosdata/TDengine,https://github.com/taosdata/TDengine,24907,4999,C,1260047,main,cloud-native;database;monitoring,85319,github_release,https://github.com/taosdata/TDengine/releases/tag/ver-3.4.1.6,3.4.1.6,5,3.4.1.6 | Behavior change and compatibility | Enhancements | Fixes | What's Changed,yes,no,yes,no,no,yes,github_release,https://github.com/taosdata/TDengine/releases/tag/ver-3.4.0.0,3.4.0.0,111.99,7,460,49303,3.4.0.0 | Behavior change and compatibility | Features | Enhancements | Fixes | What's Changed | New Contributors
83,166,apache/skywalking,https://github.com/apache/skywalking,24834,6637,Java,178757,master,observability,8553,github_release,https://github.com/apache/skywalking/releases/tag/v10.4.0,"10.4.0 - GenAI Observability, Groovy-Free Runtime and Grafana Tempo Compatible",7,"10.4.0 - GenAI Observability, Groovy-Free Runtime and Grafana Tempo Compatible | Download | Notice | Project | OAP Server | UI | Documentation",no,yes,yes,no,yes,yes,repo_file,https://raw.githubusercontent.com/apache/skywalking/master/docs/en/changes/changes-6.x.md,docs/en/changes/changes-6.x.md,128.13,16,367,20517,6.6.0 | Project | Java Agent | OAP-Backend | UI | Document | 6.5.0 | 6.4.0 | Backend | 6.3.0 | 6.2.0 | 6.1.0 | 6.0.0-GA | 6.0.0-beta | Protocol | 6.0.0-alpha
84,167,clockworklabs/SpacetimeDB,https://github.com/clockworklabs/SpacetimeDB,24733,1007,Rust,87259,master,database,3479,github_release,https://github.com/clockworklabs/SpacetimeDB/releases/tag/v2.6.0,Release v2.6.0,8,"Release v2.6.0 | Features | Primary Key support for Views (Rust, TypeScript, and C#) | Performance & Correctness | Bug Fixes | What's Changed | ); | public static List MyPlayers(ViewContext ctx) => ...",yes,yes,yes,yes,yes,yes,github_release,https://github.com/clockworklabs/SpacetimeDB/releases/tag/v2.3.0,Release v2.3.0,157.61,14,73,10060,Release v2.3.0 | Features | First-party Godot SDK and Blackholio Tutorial | Faster WebSocket Transport with Batched Responses | HTTP/2 Backend Support | Vue `useProcedure` Hook | Unity 6 WebGL Compatibility | Commitlog Performance and Operations | Rust `DbContext` Generics | API Changes | Bug Fixes | Infrastructure | What's Changed | New Contributors
85,168,cilium/cilium,https://github.com/cilium/cilium,24533,3837,Go,521154,main,kernel;kubernetes;monitoring;networking;observability;security,43028,github_release,https://github.com/cilium/cilium/releases/tag/v1.19.5,1.19.5,12,1.19.5 | Docker Manifests | cilium | clustermesh-apiserver | docker-plugin | hubble-relay | operator-alibabacloud | operator-aws | operator-azure | operator-generic | operator | Summary of Changes,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/cilium/cilium/main/vendor/go.opentelemetry.io/otel/CHANGELOG.md,vendor/go.opentelemetry.io/otel/CHANGELOG.md,175,80,1804,250000,Changelog | [Unreleased] | [1.44.0/0.66.0/0.20.0/0.0.17] 2026-05-27 | Added | Changed | Deprecated | Fixed | [1.43.0/0.65.0/0.19.0] 2026-04-02 | [1.42.0/0.64.0/0.18.0/0.0.16] 2026-03-06 | Removed | [1.41.0/0.63.0/0.17.0/0.0.15] 2026-03-02 | [1.40.0/0.62.0/0.16.0] 2026-02-02 | [1.39.0/0.61.0/0.15.0/0.0.14] 2025-12-05 | [1.38.0/0.60.0/0.14.0/0.0.13] 2025-08-29 | [0.59.1] 2025-07-21 | [1.37.0/0.59.0/0.13.0] 2025-06-25 | [0.12.2] 2025-05-22 | [0.12.1] 2025-05-21 | Fixes | [1.36.0/0.58.0/0.12.0] 2025-05-20 | [1.35.0/0.57.0/0.11.0] 2025-03-05 | [1.34.0/0.56.0/0.10.0] 2025-01-17 | [1.33.0/0.55.0/0.9.0/0.0.12] 2024-12-12 | [1.32.0/0.54.0/0.8.0/0.0.11] 2024-11-08 | [1.31.0/0.53.0/0.7.0/0.0.10] 2024-10-11 | [1.30.0/0.52.0/0.6.0/0.0.9] 2024-09-09 | [1.29.0/0.51.0/0.5.0] 2024-08-23 | [1.28.0/0.50.0/0.4.0] 2024-07-02 | [1.27.0/0.49.0/0.3.0] 2024-05-21 | [1.26.0/0.48.0/0.2.0-alpha] 2024-04-24 | [1.25.0/0.47.0/0.0.8/0.1.0-alpha] 2024-04-05 | [1.24.0/0.46.0/0.0.1-alpha] 2024-02-23 | [1.23.1] 2024-02-07 | [1.23.0] 2024-02-06 | [1.23.0-rc.1] 2024-01-18 | [1.22.0/0.45.0] 2024-01-17 | [1.21.0/0.44.0] 2023-11-16 | [1.20.0/0.43.0] 2023-11-10 | [1.19.0/0.42.0/0.0.7] 2023-09-28 | [1.19.0-rc.1/0.42.0-rc.1] 2023-09-14 | [1.18.0/0.41.0/0.0.6] 2023-09-12 | [1.17.0/0.40.0/0.0.5] 2023-08-28 | [1.16.0/0.39.0] 2023-05-18 | [1.16.0-rc.1/0.39.0-rc.1] 2023-05-03 | [1.15.1/0.38.1] 2023-05-02 | [1.15.0/0.38.0] 2023-04-27 | [1.15.0-rc.2/0.38.0-rc.2] 2023-03-23 | [1.15.0-rc.1/0.38.0-rc.1] 2023-03-01 | [1.14.0/0.37.0/0.0.4] 2023-02-27 | [1.13.0/0.36.0] 2023-02-07
86,169,radareorg/radare2,https://github.com/radareorg/radare2,24136,3257,C,198670,master,security,36115,github_release,https://github.com/radareorg/radare2/releases/tag/6.1.6,6.1.6,6,6.1.6 | Release Notes | Highlights | Authors | Changes | radare2-6.1.6/sys/install.sh,no,yes,yes,no,yes,yes,github_release,https://github.com/radareorg/radare2/releases/tag/6.1.6,6.1.6,73.28,6,405,22027,6.1.6 | Release Notes | Highlights | Authors | Changes | radare2-6.1.6/sys/install.sh
87,174,dolthub/dolt,https://github.com/dolthub/dolt,23469,806,Go,184835,main,database,31166,github_release,https://github.com/dolthub/dolt/releases/tag/v2.1.8,2.1.8,11,2.1.8 | Merged PRs | dolt | go-mysql-server | vitess | Closed Issues | An example of the bad join is: | plan | (17 rows) | The more optimal plan uses a HashJoin | └─ columns: [s_i_id s_quantity],no,yes,yes,no,yes,yes,github_release,https://github.com/dolthub/dolt/releases/tag/v2.1.8,2.1.8,96.67,11,22,6476,2.1.8 | Merged PRs | dolt | go-mysql-server | vitess | Closed Issues | An example of the bad join is: | plan | (17 rows) | The more optimal plan uses a HashJoin | └─ columns: [s_i_id s_quantity]
88,176,pubkey/rxdb,https://github.com/pubkey/rxdb,23233,1164,TypeScript,567484,master,database,14484,github_release,https://github.com/pubkey/rxdb/releases/tag/17.3.0,17.3.0,3,17.3.0 | RxDB Premium | Join RxDB:,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/pubkey/rxdb/master/docs-src/docs/releases/10.0.0.md,docs-src/docs/releases/10.0.0.md,144.93,17,22,11696,10.0.0 | The main thing first | Other breaking changes | Primary key is required | Attachment data must be Blob or Buffer | Outgoing data is now readonly and deep-frozen | The in-memory plugin does no longer work. | What else is a breaking change? | New features | Composite primary key | For the future | You can help! | Discuss! | image: /headers/10.0.0.jpg | const pouch = myRxCollection.storageInstance.internals.pouch; | data.foo = bar; // This works! | };
89,178,argoproj/argo-cd,https://github.com/argoproj/argo-cd,23159,7337,Go,197812,master,devops;kubernetes,10884,github_release,https://github.com/argoproj/argo-cd/releases/tag/v3.5.0-rc1,v3.5.0-rc1,13,v3.5.0-rc1 | Quick Start | Non-HA: | HA: | Release Signatures and Provenance | Release Notes Blog Post | Upgrading | Changelog | Features | Bug fixes | Documentation | Dependency updates | Other work,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/argoproj/argo-cd/master/CHANGELOG.md,CHANGELOG.md,175,80,1362,147237,Changelog | v2.4.8 (2022-07-29) | Bug fixes | Other changes | v2.4.7 (2022-07-18) | Other | v2.4.6 (2022-07-12) | Features | v2.4.5 (2022-07-12) | Security fixes | Potentially-breaking changes | v2.4.4 (2022-07-07) | v2.4.3 (2022-06-27) | v2.4.2 (2022-06-21) | v2.4.1 (2022-06-21) | v2.4.0 (2022-06-10) | Web Terminal In Argo CD UI | Access Control For Pod Logs & Web Terminal | Pod Logs UI | Known pod logs UI issue prior to 2.4.9 | OpenTelemetry Tracing Integration | Power PC and IBM Z Support | Other Notable Changes | v2.3.7 (2022-07-29) | Notes | v2.3.6 (2022-07-12) | v2.3.5 (2022-06-21) | v2.3.4 (2022-05-18) | v2.3.3 (2022-03-29) | v2.3.2 (2022-03-22) | v2.3.1 (2022-03-10) | v2.3.0 (2022-03-05) | Argo CD ApplicationSet and Notifications are now part of Argo CD | New sync and diff strategies | ARM Images | Compact Tree View And Click Application Navigation | Upgraded Config Management Tools | Bug Fixes and Performance Enhancements | v2.2.12 (2022-07-29) | v2.2.11 (2022-07-12) | v2.2.10 (2022-06-21) | v2.2.9 (2022-05-18) | v2.2.8 (2022-03-22) | Special notes | Changes | Bug Fixes | v2.2.7 (2022-03-08) | v2.2.6 (2022-03-06) | v2.2.5 (2022-02-04) | v2.2.4 (2022-02-03)
90,180,beekeeper-studio/beekeeper-studio,https://github.com/beekeeper-studio/beekeeper-studio,23040,1548,TypeScript,122912,master,database,9442,github_release,https://github.com/beekeeper-studio/beekeeper-studio/releases/tag/v5.8.0,Release v5.8.0,9,Release v5.8.0 | Highlights | Lowlights | Smaller Improvements | Bug Fixes | Security | Under the Hood | Thank You to Our Contributors! | PR Merge List,yes,yes,yes,yes,yes,yes,github_release,https://github.com/beekeeper-studio/beekeeper-studio/releases/tag/v5.8.0,Release v5.8.0,136.29,9,37,10949,Release v5.8.0 | Highlights | Lowlights | Smaller Improvements | Bug Fixes | Security | Under the Hood | Thank You to Our Contributors! | PR Merge List
91,183,timescale/timescaledb,https://github.com/timescale/timescaledb,22920,1109,C,59113,main,database,6735,github_release,https://github.com/timescale/timescaledb/releases/tag/2.28.0,2.28.0 (2026-06-16),1,2.28.0 (2026-06-16),no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/timescale/timescaledb/main/CHANGELOG.md,CHANGELOG.md,105,80,2178,250000,TimescaleDB Changelog | 2.28.0 (2026-06-16) | 2.27.2 (2026-06-02) | 2.27.1 (2026-05-19) | 2.27.0 (2026-05-12) | 2.26.4 (2026-04-28) | 2.26.3 (2026-04-14) | 2.26.2 (2026-04-07) | 2.26.1 (2026-03-30) | 2.26.0 (2026-03-24) | 2.25.2 (2026-03-03) | 2.25.1 (2026-02-17) | 2.25.0 (2026-01-29) | 2.24.0 (2025-12-03) | 2.23.1 (2025-11-13) | 2.23.0 (2025-10-29) | 2.22.1 (2025-09-30) | 2.22.0 (2025-09-02) | 2.21.4 (2025-09-25) | 2.21.3 (2025-08-12) | 2.21.2 (2025-08-05) | 2.21.1 (2025-07-22) | 2.21.0 (2025-07-08) | 2.20.3 (2025-06-11) | 2.20.2 (2025-06-02) | 2.20.1 (2025-05-27) | 2.20.0 (2025-05-15) | 2.19.3 (2025-04-15) | 2.19.2 (2025-04-07) | 2.19.1 (2025-04-01) | 2.19.0 (2025-03-18) | 2.18.2 (2025-02-19) | 2.18.1 (2025-02-10) | 2.18.0 (2025-01-23) | 2.17.2 (2024-11-06) | 2.17.1 (2024-10-21) | 2.17.0 (2024-10-08) | 2.16.1 (2024-08-06) | 2.16.0 (2024-07-31) | 2.15.3 (2024-07-02) | 2.15.2 (2024-06-07) | 2.15.1 (2024-05-28) | 2.15.0 (2024-05-08) | 2.14.2 (2024-02-20) | 2.14.1 (2024-02-14) | 2.14.0 (2024-02-08) | 2.13.1 (2024-01-09) | 2.13.0 (2023-11-28) | 2.12.2 (2023-10-19) | 2.12.1 (2023-10-12)
92,185,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,22634,2341,Python,224694,main,observability,21651,github_release,https://github.com/PrefectHQ/prefect/releases/tag/3.7.5.dev5,3.7.5.dev5: Nightly Development Release,4,3.7.5.dev5: Nightly Development Release | What's Changed | Development & Tidiness 🧹 | Uncategorized,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/PrefectHQ/prefect/main/.claude/skills/document-changes/SKILL.md,.claude/skills/document-changes/SKILL.md,169.38,20,81,9038,"Document Changes | Modes | Prerequisites | Workflow | 1. Determine the diff | 2. Extract public API surface changes | 3. Map changes to existing docs | 4. Produce output | Report mode (local dev) | Documentation Changes Report | `docs/v3/concepts/flows.mdx` | `docs/v3/how-to-guides/workflows/retries.mdx` | Missing coverage | No changes needed | Edit mode (CI) | 5. Quality gate (edit mode only) | 6. Offer next steps (report mode only) | Important guidelines | git diff main...HEAD -- 'src/prefect/' 'src/integrations/' | `docs/v3/get-started/quickstart.mdx` — references checked, all current"
93,186,jhipster/generator-jhipster,https://github.com/jhipster/generator-jhipster,22418,4183,TypeScript,192647,main,kubernetes,60725,github_release,https://github.com/jhipster/generator-jhipster/releases/tag/v9.1.0,v9.1.0,22,"v9.1.0 | What's changed | 🌟 Highlights | 🍃 Spring Boot and security | 🅰️ Angular | ⚛️ React | 🟩 Vue | 🧩 Internal improvements | 🤖 a-i and generator workflow | 📊 By the numbers | 🔧 More changes | 🔧 Core generator and templates | 🖥️ Frontend | 🧪 Testing and CI | 🐾 JDL, internals, and blueprints | 🔬 Code quality | 🪶 Maven | 🐘 Gradle | 📦 Dependency updates | 📦 Install | 🙏 Contributors | npm install -g generator-jhipster@9.1.0",yes,yes,yes,yes,yes,yes,external_link_from_github_release,https://github.com/jhipster/generator-jhipster/releases/tag/v9.0.0-beta.1,https://github.com/jhipster/generator-jhipster/releases/tag/v9.0.0-beta.1,145.0,28,0,233380,"Navigation Menu | Search code, repositories, users, issues, pull requests... | Provide feedback | Saved searches | Use saved searches to filter your results more quickly | Uh oh! | v9.0.0-beta.1 | Choose a tag to compare | Sorry, something went wrong. | No results found | ⚠️ DEPRECATED | What's Changed | 🌟 Highlights | Spring Boot | Angular | Internal Improvements | 📊 By the Numbers | 🔧 Key Technical Changes | Frontend | Backend | Generator Architecture (Internal) | 🧹 Cleanup & Modernization | 🔗 Migration Notes | 📝 Full Changelog | 🙏 Contributors | Contributors | Footer | Footer navigation"
94,189,getsops/sops,https://github.com/getsops/sops,22131,1038,Go,146682,main,devops;security,2615,github_release,https://github.com/getsops/sops/releases/tag/v3.13.1,v3.13.1,25,"v3.13.1 | Installation | Download the binary | Move the binary in to your PATH | Make the binary executable | Verify checksums file signature | Download the checksums file, certificate and signature | Verify the checksums file | Verify binary integrity | Verify the binary using the checksums file | Verify artifact provenance | Download the metadata file | Verify the provenance of the artifact | Container Images | GitHub Container Registry | Quay.io | Verify container image signature | Verify container image provenance | Software Bill of Materials | What's Changed | chmod +x /usr/local/bin/sops | certificate-oidc-issuer=https://token.actions.githubusercontent.com | sha256sum -c sops-v3.13.1.checksums.txt --ignore-missing | source-tag v3.13.1 | o text",no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/getsops/sops/main/CHANGELOG.md,CHANGELOG.md,103.3,38,377,56900,Changelog | 3.13.1 | 3.13.0 | 3.12.2 | 3.12.1 | 3.12.0 | 3.11.0 | 3.10.2 | 3.10.1 | 3.10.0 | 3.9.4 | 3.9.3 | 3.9.2 | 3.9.1 | 3.9.0 | 3.8.1 | 3.8.0 | 3.7.3 | 3.7.2 | 3.7.1 | 3.7.0 | 3.6.1 | 3.6.0 | 3.5.0 | 3.4.0 | 3.3.1 | 3.3.0 | 3.2.0 | 3.1.1 | 3.1.0 | 3.0.5 | 3.0.3 | 3.0.1 | 3.0.0 | 2.0.0 | 1.14 | 1.13 | 1.12
95,190,RustPython/RustPython,https://github.com/RustPython/RustPython,22124,1443,Rust,97772,main,compiler,16838,repo_file,https://raw.githubusercontent.com/RustPython/RustPython/main/Lib/idlelib/HISTORY.txt,Lib/idlelib/HISTORY.txt,9,IDLE History from Python 1.5.2 to 2.1 | What's New in IDLEfork 0.8.1? | What's New in IDLEfork 0.7.1? | IDLEfork 0.7.1 - 29 May 2000 | IDLE 0.5 - February 2000 - Release Notes | New in IDLE 0.5 (2/15/2000) | New in IDLE 0.4 (4/7/99) | New in IDLE 0.3 (2/17/99) | New in IDLE 0.2 (1/8/99),no,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/RustPython/RustPython/main/Lib/idlelib/News3.txt,Lib/idlelib/News3.txt,95.3,16,157,57130,Released after 2025-10-07 | Released on 2025-10-07 | Released on 2024-10-07 | Released on 2023-10-02 | Released on 2022-10-24 | Released on 2021-10-04 | Released on 2020-10-05? | Released on 2019-10-14 | Released on 2018-06-27 | Released on 2016-12-23 | What's New in IDLE 3.5.0? | What's New in IDLE 3.4.0? | What's New in IDLE 3.3.0? | What's New in IDLE 3.2.1? | What's New in IDLE 3.1b1? | Refer to NEWS2x.txt and HISTORY.txt for information on earlier releases.
96,191,vectordotdev/vector,https://github.com/vectordotdev/vector,22054,2174,Rust,137826,master,cloud-native;monitoring;observability,13806,github_release,https://github.com/vectordotdev/vector/releases/tag/v0.56.0,v0.56.0,3,v0.56.0 | Release highlights | Breaking Changes,yes,no,yes,no,no,yes,repo_file,https://raw.githubusercontent.com/vectordotdev/vector/master/changelog.d/README.md,changelog.d/README.md,85.57,9,10,3858,Overview | Process | Pull Requests | Fragment conventions | Fragment types | Fragment contents | Breaking changes | Community Contributors | Example
97,192,goauthentik/authentik,https://github.com/goauthentik/authentik,22053,1662,Python,650952,main,kubernetes;proxy;security,22499,github_release,https://github.com/goauthentik/authentik/releases/tag/version/2026.5.3,Release 2026.5.3,2,Release 2026.5.3 | What's Changed,yes,yes,yes,yes,yes,yes,external_link_from_github_release,https://docs.goauthentik.io/docs/releases/2026.5#fixed-in-202653,https://docs.goauthentik.io/docs/releases/2026.5#fixed-in-202653,145.0,80,0,250000,Release 2026.5 | Highlights ​ | Breaking changes ​ | Listening on multiple IPs ​ | New features and improvements ​ | Account Lockdown: Enterprise ​ | Conditional access: Enterprise ​ | Tap-to-login Secure Enclave support: Enterprise ​ | 2FA attempt throttling ​ | Import hashed passwords ​ | Command Palette ​ | WebAuthn Client Hints support ​ | AKQL is now open source ​ | OAuth2 configurable grant types ​ | Improved UI and accessibility ​ | Form accessibility ​ | Modal accessibility ​ | Wizard improvements ​ | Mobile and tablet improvements ​ | Login improvements ​ | Small general improvements ​ | Performance improvements ​ | New out-of-the-box experience ​ | New integration guides ​ | Integration guide updates ​ | Upgrading ​ | Docker Compose ​ | Kubernetes ​ | Minor changes/fixes ​ | Fixed in 2026.5.1 ​ | Fixed in 2026.5.2 ​ | Fixed in 2026.5.3 ​ | API Changes ​ | authentik (v 2026.5.0) ​ | What's New ​ | POST /core/users/{id}/set_password_hash/ ​ | POST /core/users/account_lockdown/ ​ | GET /endpoints/agents/psso/ise/ ​ | POST /endpoints/agents/psso/ise/ ​ | GET /endpoints/agents/psso/ise/{uuid}/ ​ | PUT /endpoints/agents/psso/ise/{uuid}/ ​ | DELETE /endpoints/agents/psso/ise/{uuid}/ ​ | PATCH /endpoints/agents/psso/ise/{uuid}/ ​ | GET /endpoints/agents/psso/ise/{uuid}/used_by/ ​ | GET /endpoints/google_chrome/connectors/ ​ | POST /endpoints/google_chrome/connectors/ ​ | GET /endpoints/google_chrome/connectors/{connector_uuid}/ ​ | PUT /endpoints/google_chrome/connectors/{connector_uuid}/ ​ | DELETE /endpoints/google_chrome/connectors/{connector_uuid}/ ​ | PATCH /endpoints/google_chrome/connectors/{connector_uuid}/ ​
98,194,thingsboard/thingsboard,https://github.com/thingsboard/thingsboard,21914,6351,Java,359668,master,big-data,27696,github_release,https://github.com/thingsboard/thingsboard/releases/tag/v4.3.1.2,ThingsBoard 4.3.1.2 Release,7,ThingsBoard 4.3.1.2 Release | What's Changed | Security | Core & Rule Engine | UI | Transport | Edge,no,yes,yes,no,yes,yes,github_release,https://github.com/thingsboard/thingsboard/releases/tag/v4.3.1.2,ThingsBoard 4.3.1.2 Release,106.58,7,57,7831,ThingsBoard 4.3.1.2 Release | What's Changed | Security | Core & Rule Engine | UI | Transport | Edge
99,197,dgraph-io/dgraph,https://github.com/dgraph-io/dgraph,21700,1592,Go,663858,main,database,6500,github_release,https://github.com/dgraph-io/dgraph/releases/tag/v25.3.5,v25.3.5,2,v25.3.5 | What's Changed,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/dgraph-io/dgraph/main/CHANGELOG.md,CHANGELOG.md,175,78,2627,249879,Changelog | [v25.3.4] - 2026-05-11 | [v25.3.3] - 2026-04-21 | [v25.3.2] - 2026-04-13 | [v25.3.1] - 2026-04-01 | [v25.3.0] - 2026-03-05 | [v25.2.0] - 2026-01-28 | [v25.1.0] - 2025-12-04 | [v25.0.0] - 2025-01-16 | [v24.1.9] - 2026-05-11 | [v24.1.8] - 2026-04-21 | [v24.1.7] - 2026-04-13 | [v24.1.6] - 2026-04-01 | [v24.1.5] - 2024-12-30 | [v24.1.4] - 2024-12-19 | [v24.1.3] - 2024-12-17 | [v24.1.2] - 2024-12-16 | [v24.1.1] - 2024-12-15 | [v24.1.0] - 2024-12-11 | [v24.0.5] - 2024-11-05 | [v24.0.4] - 2024-10-08 | [v24.0.2] - 2024-08-16 | [v24.0.1] - 2024-07-30 | [v24.0.0] - 2024-06-06 | [23.1.1](https://github.com/dgraph-io/dgraph/compare/v23.1.0...v23.1.1) - 2024-04-26 | [v23.1.0] - 2023-08-17 | [v23.0.1] - 2023-07-09 | [v23.0.0] - 2023-05-08 | [v23.0.0-rc1] - 2023-04-11 | [v23.0.0-beta1] - 2023-03-01 | [v22.0.2] - 2022-12-16 | [v22.0.1] - 2022-11-10 | [v22.0.0] - 2022-10-21 | [21.03.2] - 2021-08-26 | [21.03.1] - 2021-06-16 | [21.03.0] - 2021-04-07 | [20.07.1] - 2020-09-17 | [20.03.5] - 2020-09-17 | [1.2.7] - 2020-09-21 | [20.07.0] - 2020-07-28 | [20.03.4] - 2020-07-23 | [1.2.6] - 2020-07-31 | [20.03.3] - 2020-06-02 | Security | [1.2.5] - 2020-06-02 | [20.03.2] - 2020-05-15 | [1.2.4] - 2020-05-15 | [20.03.1] - 2020-04-24 | [1.2.3] - 2020-04-24 | [20.03.0] - 2020-03-30
100,201,oxc-project/oxc,https://github.com/oxc-project/oxc,21625,1078,Rust,164745,main,compiler,18420,github_release,https://github.com/oxc-project/oxc/releases/tag/crates_v0.136.0,oxc crates_v0.136.0,6,oxc crates_v0.136.0 | 💥 BREAKING CHANGES | 🚀 Features | 🐛 Bug Fixes | ⚡ Performance | 📚 Documentation,yes,yes,yes,yes,yes,yes,repo_file,https://raw.githubusercontent.com/oxc-project/oxc/main/apps/oxlint/CHANGELOG.md,apps/oxlint/CHANGELOG.md,174.68,80,1147,109122,Changelog | [1.70.0] - 2026-06-15 | 🚀 Features | 🐛 Bug Fixes | ⚡ Performance | 📚 Documentation | [1.69.0] - 2026-06-08 | [1.68.0] - 2026-06-01 | [1.67.0] - 2026-05-26 | [1.66.0] - 2026-05-18 | [1.65.0] - 2026-05-15 | [1.64.0] - 2026-05-11 | 💥 BREAKING CHANGES | [1.63.0] - 2026-05-05 | 🛡️ Security | [1.62.0] - 2026-04-27 | [1.61.0] - 2026-04-20 | [1.60.0] - 2026-04-13 | [1.59.0] - 2026-04-06 | [1.58.0] - 2026-03-30 | [1.57.0] - 2026-03-24 | [1.56.0] - 2026-03-16 | [1.55.0] - 2026-03-12 | [1.54.0] - 2026-03-12 | [1.53.0] - 2026-03-11 | [1.52.0] - 2026-03-09 | [1.51.0] - 2026-03-02 | [1.50.0] - 2026-02-23 | [1.49.0] - 2026-02-19 | [1.48.0] - 2026-02-16 | [1.47.0] - 2026-02-12 | [1.44.0] - 2026-02-10 | [1.43.0] - 2026-02-02 | [1.42.0] - 2026-01-26 | [1.40.0] - 2026-01-19 | [1.39.0] - 2026-01-12 | [1.37.0] - 2026-01-05 | [1.36.0] - 2025-12-29 | [1.35.0] - 2025-12-22 | [1.34.0] - 2025-12-19 | [1.33.0] - 2025-12-15 | [1.32.0] - 2025-12-08 | [1.31.0] - 2025-12-01 | [1.30.0] - 2025-11-24 | [1.29.0] - 2025-11-17 | [1.27.0] - 2025-11-10 | [1.26.0] - 2025-11-05 | 🚜 Refactor | 🧪 Testing | [1.25.0] - 2025-10-30
